v484_n7394_10_f4.png,61.11,44.83
v484_n7394_5_f2.png,73.68,32.94
v484_n7394_5_f5.png,55.56,29.35
v484_n7394_8_f2.png,94.44,48.42
v484_n7394_8_f4.png,63.16,60.87
v484_n7395_11_f1.png,82.35,65.82
v485_n7397_14_f3.png,72.22,42.05
v485_n7397_15_f1.png,100.0,45.35
v485_n7397_6_f4.png,60.0,62.22
v485_n7399_13_f4.png,86.67,38.71
v485_n7399_9_f2.png,70.59,43.68
v485_n7400_14_f1.png,81.25,45.24
v485_n7400_14_f2.png,64.29,24.68
v485_n7400_15_f2.png,93.75,76.14
v486_n7401_8_f1.png,76.47,50.55
v486_n7401_8_f2.png,77.78,58.62
v486_n7403_19_f2.png,91.67,60.67
v486_n7403_1_f8.png,78.95,36.59
v486_n7404_1_f2.png,100.0,63.41
v486_n7404_20_f6.png,76.47,34.38
v486_n7404_6_f1.png,93.75,82.8
v486_n7404_9_f2.png,47.06,36.56
v487_n7405_21_f2.png,93.33,54.22
v487_n7405_22_f1.png,70.59,53.57
v487_n7405_6_f4.png,75.0,42.17
v487_n7405_7_f1.png,60.0,39.36
v487_n7406_13_f2.png,88.89,47.87
v487_n7406_13_f5.png,93.75,55.68
v487_n7407_15_f3.png,76.47,52.44
v487_n7407_22_f2.png,100.0,74.73
v487_n7407_22_f4.png,93.33,66.67
v487_n7408_15_f3.png,57.14,58.51
v488_n7410_13_f4.png,100.0,91.86
v488_n7410_15_f3.png,66.67,33.33
v488_n7411_6_f4.png,80.0,38.82
v488_n7411_9_f1.png,93.75,71.91
v488_n7412_1_f3.png,71.43,39.53
v488_n7412_1_f4.png,80.0,36.26
v488_n7412_4_f1.png,88.24,40.23
v488_n7412_7_f1.png,82.35,57.95
v488_n7412_8_f1.png,52.94,33.72
v488_n7412_9_f1.png,73.33,42.17
v488_n7413_3_f2.png,93.33,58.62
v489_n7414_20_f1.png,86.67,47.19
v489_n7414_25_f2.png,68.75,36.56
v489_n7415_12_f5.png,81.25,40.48
v489_n7415_7_f2.png,88.24,60.0
v489_n7416_15_f2.png,100.0,70.93
v489_n7416_19_f3.png,81.25,41.76
v489_n7416_3_f4.png,84.21,64.04
v489_n7416_4_f6.png,100.0,77.65
v490_n7418_12_f1.png,63.16,54.65
v490_n7418_14_f2.png,85.71,54.65
v490_n7418_1_f2.png,94.74,26.44
v490_n7418_6_f3.png,94.44,56.63
v490_n7419_11_f1.png,80.0,56.47
v490_n7419_20_f3.png,89.47,46.74
v490_n7419_2_f1.png,87.5,62.92
v490_n7419_2_f2.png,70.59,45.12
v490_n7419_7_f4.png,88.24,75.61
v490_n7420_13_f4.png,50.0,49.41
v490_n7420_23_f5.png,93.75,66.67
vis109.png,81.25,61.36
vis230.png,87.5,51.76
vis250.png,94.44,85.71
vis278.png,94.74,54.02
vis286.png,100.0,65.12
vis288.png,76.47,66.28
vis328.png,93.33,67.78
vis386.png,81.25,76.67
vis399.png,100.0,76.04
vis409.png,93.33,56.25
vis416.png,94.44,79.07
vis417.png,100.0,57.32
vis428.png,95.0,53.66
vis499.png,100.0,70.73
vis512.png,100.0,74.19
vis564.png,94.12,56.47
vis586.png,95.0,47.31
vis618.png,89.47,63.95
vis625.png,93.33,85.19
vis630.png,80.0,48.91
vis652.png,91.67,57.61
vis67.png,94.74,77.01
vis673.png,88.89,61.36
vis678.png,94.12,61.36
vis684.png,87.5,77.11
vis697.png,100.0,63.83
vis708.png,93.33,73.26
vis729.png,93.75,61.8
vis734.png,88.24,73.49
vis768.png,87.5,34.48
vis826.png,92.86,76.14
vis831.png,94.12,70.97
vis850.png,100.0,62.35
vis853.png,75.0,66.67
vis859.png,94.74,70.33
vis87.png,78.95,38.2
vis881.png,100.0,62.07
visMost108.png,91.67,65.43
visMost132.png,82.35,59.34
visMost143.png,88.24,43.04
visMost147.png,100.0,77.01
visMost187.png,100.0,64.13
visMost190.png,87.5,47.13
visMost215.png,100.0,80.68
visMost217.png,100.0,76.47
visMost227.png,100.0,78.31
visMost232.png,100.0,75.86
visMost240.png,86.67,54.65
visMost244.png,88.89,56.98
visMost248.png,75.0,51.04
visMost255.png,100.0,55.21
visMost261.png,100.0,45.12
visMost267.png,100.0,62.77
visMost271.png,88.24,46.67
visMost274.png,93.33,64.44
visMost282.png,100.0,80.0
visMost357.png,76.47,49.45
visMost362.png,100.0,80.23
visMost374.png,94.12,51.76
visMost376.png,94.12,65.91
visMost378.png,94.74,65.26
visMost387.png,100.0,78.82
visMost420.png,88.89,70.13
visMost451.png,100.0,83.33
visMost456.png,92.86,61.9
visMost468.png,100.0,53.01
visMost496.png,93.75,38.64
visMost505.png,78.57,60.92
visMost52.png,100.0,57.61
visMost523.png,100.0,87.21
visMost526.png,94.74,70.45
visMost537.png,100.0,68.89
visMost54.png,100.0,72.94
visMost545.png,100.0,73.63
visMost55.png,100.0,65.06
visMost575.png,86.67,60.23
visMost601.png,88.24,60.67
visMost623.png,100.0,77.17
visMost635.png,95.0,66.29
visMost645.png,58.82,43.96
visMost657.png,94.44,61.63
visMost673.png,94.12,73.17
visMost705.png,100.0,71.11
visMost735.png,80.0,56.32
visMost745.png,100.0,77.78
visMost755.png,63.16,38.82
visMost758.png,94.74,71.43
visMost77.png,94.12,74.44
visMost82.png,100.0,68.18
visMost83.png,100.0,70.0
visMost92.png,89.47,67.03
visMost93.png,85.0,77.27
whoB03_1.png,71.43,50.57
whoB05_1.png,78.57,48.89
whoB13_2.png,1.0,11.58
whoB15_1.png,0.0,31.96
whoB19_1.png,70.59,46.59
whoB20_1.png,68.75,54.02
whoB22_1.png,66.67,44.83
whoB24_1.png,0.0,5.05
whoB25_2.png,82.35,61.63
whoB32_1.png,0.0,19.23
whoI11_1.png,88.89,77.91
whoI11_2.png,87.5,47.31
whoI12_2.png,92.31,78.02
whoI14.png,87.5,36.67
whoI19.png,58.33,34.38
whoI22.png,33.33,37.08
whoJ15_1.png,1.0,16.16
whoJ15_2.png,26.67,32.1
whoJ23.png,28.57,28.09
whoJ32.png,77.78,35.96
whoJ33.png,0.0,25.77
whoJ36_1.png,31.58,25.88
whoJ36_2.png,50.0,35.8
whoJ40_1.png,52.94,28.4
whoJ40_2.png,58.82,43.01
whoJ43_2.png,60.0,38.3
whoJ44.png,31.25,23.81
whoJ48_2.png,33.33,51.11
whoK04_2.png,55.56,38.27
whoK06_2.png,83.33,53.41
whoK07_2.png,44.44,30.68
whoK08.png,66.67,46.07
whoK12_2.png,81.25,57.78
whoK17_1.png,58.82,30.43
whoK19_1.png,94.74,71.59
whoK23_2.png,100.0,70.79
whoK31.png,94.12,55.95
whoL03.png,73.33,35.71
whoL06.png,66.67,30.12
whoL09.png,89.47,48.86
whoL10.png,78.95,34.15
whoL11.png,85.0,79.49
whoL12.png,83.33,36.78
whoL14.png,88.24,68.97
whoM05.png,86.67,43.68
whoN05.png,0.0,17.0
whoN08.png,0.0,8.6
whoN10.png,72.22,31.76
whoN16_1.png,84.21,40.48
whoN18.png,68.75,40.23
whoN21_1.png,66.67,42.86
whoN22.png,88.89,59.3
whoN23_2.png,64.71,32.18
whoN32_2.png,86.67,44.44
whoN33.png,93.75,48.28
whoO06_2.png,0.0,12.77
whoO12.png,60.0,46.67
whoP13.png,43.75,41.3
whoP16.png,61.11,34.88
whoQ06_2.png,64.71,36.9
whoQ09_2.png,0.0,31.78
whoQ11_1.png,80.0,31.03
whoQ14_2.png,66.67,38.14
whoQ15_1.png,62.5,51.69
whoQ18_3.png,56.25,28.09
whoQ26.png,0.0,6.32
whoQ32_2.png,29.41,23.53
whoQ41_1.png,88.24,52.17
whoQ42_1.png,88.89,70.45
whoQ44_4.png,76.92,63.33
whoQ48_4.png,60.0,54.44
whoQ48_5.png,55.0,54.65
whoQ50_2.png,64.29,38.55
whoQ51_2.png,72.22,52.38
whoQ52_4.png,57.14,50.0
wsj10.png,100.0,72.94
wsj104.png,100.0,81.4
wsj108.png,70.59,51.09
wsj11.png,33.33,50.0
wsj116.png,93.75,55.81
wsj129.png,94.12,72.94
wsj135.png,40.0,58.62
wsj144.png,92.86,62.79
wsj147.png,100.0,71.26
wsj162.png,100.0,79.57
wsj167.png,47.06,60.67
wsj170.png,52.63,52.38
wsj172.png,87.5,58.54
wsj176.png,27.78,67.9
wsj184.png,84.21,49.43
wsj20.png,100.0,73.91
wsj21.png,93.75,66.67
wsj214.png,94.74,59.34
wsj220.png,75.0,62.22
wsj226.png,82.35,63.22
wsj233.png,94.12,86.52
wsj240.png,81.25,65.12
wsj259.png,64.29,33.73
wsj262.png,90.0,72.41
wsj264.png,100.0,80.46
wsj270.png,82.35,74.7
wsj271.png,60.0,65.12
wsj277.png,82.35,40.43
wsj28.png,33.33,34.88
wsj286.png,66.67,55.06
wsj292.png,92.31,63.95
wsj294.png,76.47,58.06
wsj297.png,89.47,67.42
wsj299.png,93.75,76.54
wsj308.png,82.35,62.65
wsj316.png,58.82,59.77
wsj340.png,71.43,68.18
wsj359.png,76.47,67.42
wsj360.png,61.11,53.33
wsj392.png,88.24,78.41
wsj395.png,43.75,68.83
wsj405.png,50.0,45.98
wsj441.png,84.62,71.43
wsj459.png,52.94,36.17
wsj462.png,81.25,63.64
wsj474.png,87.5,49.45
